Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
TAI YUAN GARDEN,"4,733,000","3,456.32","1,369",06 Oct 2021,27 TAI YUAN HEIGHTS,Resale,Land,321.1,"14,740",-,Semi-Detached House,1,Freehold,1979,Private,555198,19,55,North East Region,Serangoon
WATERVIEW,"808,000",785.77,"1,028",06 Oct 2021,87 TAMPINES AVENUE 1 #04-32,Resale,Strata,73,"11,068",-,Condominium,1,99 yrs from 16/06/2010,2014,Private,528688,18,52,East Region,Tampines
CITYLIFE@TAMPINES,"2,285,000","2,787.88",820,06 Oct 2021,61 TAMPINES CENTRAL 7 #13-23,Resale,Strata,259,"8,822",-,Executive Condominium,1,99 yrs from 13/08/2012,2016,Private,528595,18,52,East Region,Tampines
SHAMROCK PARK,"6,700,000","3,204.44","2,091",06 Oct 2021,9 NAMLY RISE,Resale,Land,297.7,"22,506",-,Semi-Detached House,1,Freehold,-,Private,267117,10,26,Central Region,Bukit Timah
THE OCEANFRONT @ SENTOSA COVE,"2,307,000","1,711.48","1,348",06 Oct 2021,297 OCEAN DRIVE #02-23,Resale,Strata,159,"14,509",-,Condominium,1,99 yrs from 10/08/2005,2010,Private,098535,04,09,Central Region,Southern Islands
PARC IMPERIAL,"710,000",398.27,"1,783",06 Oct 2021,253B PASIR PANJANG ROAD #05-17,Resale,Strata,37,"19,189",-,Condominium,1,Freehold,2010,HDB,117423,05,11,Central Region,Queenstown
MARYMOUNT VIEW,"1,820,000","1,259.39","1,445",06 Oct 2021,11 PEMIMPIN DRIVE #15-04,Resale,Strata,117,"15,556",-,Condominium,1,Freehold,1992,HDB,576148,20,57,Central Region,Bishan
FORESQUE RESIDENCES,"1,390,000","1,130.22","1,230",06 Oct 2021,103 PETIR ROAD #22-08,Resale,Strata,105,"13,238",-,Condominium,1,99 yrs from 10/01/2011,2014,HDB,678273,23,67,West Region,Bukit Panjang
NIN RESIDENCE,"1,200,000",904.18,"1,327",06 Oct 2021,83 PHENG GECK AVENUE #03-04,Resale,Strata,84,"14,286",-,Apartment,1,99 yrs from 13/09/2010,2014,Private,348270,13,34,Central Region,Toa Payoh
WATERTOWN,"818,000",570.49,"1,434",06 Oct 2021,73 PUNGGOL CENTRAL #12-74,Resale,Strata,53,"15,434",-,Apartment,1,99 yrs from 18/05/2011,2017,HDB,828756,19,82,North East Region,Punggol
RIVERPARC RESIDENCE,"1,030,000","1,076.4",957,06 Oct 2021,100 PUNGGOL DRIVE #16-23,Resale,Strata,100,"10,300",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828799,19,82,North East Region,Punggol
RV RESIDENCES,"1,560,000",688.9,"2,264",06 Oct 2021,469 RIVER VALLEY ROAD #05-31,Resale,Strata,64,"24,375",-,Condominium,1,999 yrs from 21/06/1877,2015,HDB,248354,10,24,Central Region,Tanglin
WATERMARK ROBERTSON QUAY,"2,750,000","1,323.97","2,077",06 Oct 2021,3 RODYK STREET #06-15,Resale,Strata,123,"22,358",-,Apartment,1,Freehold,2008,Private,238213,09,23,Central Region,Singapore River
LA FIESTA,"950,000",731.95,"1,298",06 Oct 2021,68 SENGKANG SQUARE #07-38,Resale,Strata,68,"13,971",-,Condominium,1,99 yrs from 03/09/2012,2016,Private,544704,19,54,North East Region,Sengkang
CARIBBEAN AT KEPPEL BAY,"2,140,000","1,216.33","1,759",06 Oct 2021,34 KEPPEL BAY DRIVE #04-69,Resale,Strata,113,"18,938",-,Condominium,1,99 yrs from 16/08/1999,2004,Private,098652,04,09,Central Region,Bukit Merah
N.A.,"3,000,000","1,749.15","1,715",06 Oct 2021,3 KOON SENG ROAD,Resale,Land,162.5,"18,462",-,Terrace House,1,Freehold,-,Private,426953,15,42,Central Region,Geylang
VACANZA @ EAST,"1,280,000","1,022.58","1,252",06 Oct 2021,48 LENGKONG TUJOH #03-34,Resale,Strata,95,"13,474",-,Condominium,1,Freehold,2014,Private,417397,14,41,East Region,Bedok
IRESIDENCES,"2,088,000","1,345.5","1,552",06 Oct 2021,20 IRRAWADDY ROAD #12-01,Resale,Strata,125,"16,704",-,Apartment,1,Freehold,2011,Private,329550,12,32,Central Region,Novena
SEVEN PALMS SENTOSA COVE,"19,700,000","6,060.13","3,251",06 Oct 2021,153 COVE DRIVE #04-07,Resale,Strata,563,"34,991",-,Condominium,1,99 yrs from 27/10/2007,2013,Private,098182,04,09,Central Region,Southern Islands
TURQUOISE,"3,228,150","2,088.22","1,546",06 Oct 2021,51 COVE DRIVE #02-05,Resale,Strata,194,"16,640",-,Condominium,1,99 yrs from 12/03/2007,2010,Private,098393,04,09,Central Region,Southern Islands
SEVEN CRESCENT,"3,950,000","4,327.13",913,06 Oct 2021,7F CRESCENT ROAD,Resale,Strata,402,"9,826",-,Detached House,1,Freehold,2013,Private,436527,15,43,Central Region,Marine Parade
WATERBANK AT DAKOTA,"1,085,000",624.31,"1,738",06 Oct 2021,80 DAKOTA CRESCENT #10-21,Resale,Strata,58,"18,707",-,Condominium,1,99 yrs from 07/12/2009,2013,Private,399946,14,39,Central Region,Geylang
HOMES AT EASTWOOD PLACE,"2,128,000","1,906.3","1,116",06 Oct 2021,8 EASTWOOD PLACE,Resale,Land,177.1,"12,016",-,Terrace House,1,99 yrs from 15/07/1995,1997,Private,486538,16,48,East Region,Bedok
RIVERTREES RESIDENCES,"1,318,000","1,119.46","1,177",06 Oct 2021,29 FERNVALE CLOSE #03-23,Resale,Strata,104,"12,673",-,Apartment,1,99 yrs from 28/08/2013,2017,HDB,797464,28,79,North East Region,Sengkang
THE GALE,"1,505,000","1,345.5","1,119",06 Oct 2021,62 FLORA ROAD #06-03,Resale,Strata,125,"12,040",-,Condominium,1,Freehold,2013,Private,509746,17,50,East Region,Pasir Ris
PALM GARDENS,"940,000","1,205.57",780,06 Oct 2021,2E HONG SAN WALK #07-05,Resale,Strata,112,"8,393",-,Condominium,1,99 yrs from 12/08/1996,2000,Private,689051,23,68,West Region,Choa Chu Kang
PARKVIEW APARTMENTS,"880,000","1,087.16",809,06 Oct 2021,3 BUKIT BATOK STREET 25 #09-12,Resale,Strata,101,"8,713",-,Apartment,1,99 yrs from 01/05/1994,1998,HDB,658881,23,65,West Region,Bukit Batok
THE LAURELS,"3,650,000","1,280.92","2,850",06 Oct 2021,40 CAIRNHILL ROAD #13-11,Resale,Strata,119,"30,672",-,Condominium,1,Freehold,2013,Private,229660,09,22,Central Region,Newton
CANBERRA RESIDENCES,"1,580,000","1,905.23",829,06 Oct 2021,525 CANBERRA DRIVE #05-64,Resale,Strata,177,"8,927",-,Condominium,1,99 yrs from 08/09/2010,2013,HDB,768136,27,76,North Region,Sembawang
COMMONWEALTH TOWERS,"2,580,000","1,302.44","1,981",06 Oct 2021,232 COMMONWEALTH AVENUE #35-19,Resale,Strata,121,"21,322",-,Condominium,1,99 yrs from 07/05/2013,2017,HDB,149740,03,14,Central Region,Queenstown
ESPARINA RESIDENCES,"973,000",828.83,"1,174",06 Oct 2021,111 COMPASSVALE BOW #13-04,Resale,Strata,77,"12,636",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,Private,544998,19,54,North East Region,Sengkang
VARSITY PARK CONDOMINIUM,"2,175,000","1,991.34","1,092",06 Oct 2021,42 WEST COAST ROAD #05-44,Resale,Strata,185,"11,757",-,Condominium,1,99 yrs from 03/05/2004,2008,HDB,126842,05,12,West Region,Clementi
WESTVILLE,"1,490,000","1,821.27",818,06 Oct 2021,182 WESTWOOD CRESCENT,Resale,Land,169.2,"8,806",-,Terrace House,1,99 yrs from 01/12/1994,1998,Private,648549,22,64,West Region,Jurong West
FORESTVILLE,"950,000","1,033.34",919,06 Oct 2021,32 WOODLANDS DRIVE 16 #04-28,Resale,Strata,96,"9,896",-,Executive Condominium,1,99 yrs from 06/08/2012,2016,HDB,737770,25,73,North Region,Woodlands
FORESTVILLE,"1,380,000","1,399.32",986,06 Oct 2021,34 WOODLANDS DRIVE 16 #12-30,Resale,Strata,130,"10,615",-,Executive Condominium,1,99 yrs from 06/08/2012,2016,HDB,737771,25,73,North Region,Woodlands
8@WOODLEIGH,"1,700,000","1,097.93","1,548",06 Oct 2021,8 WOODLEIGH CLOSE #02-21,Resale,Strata,102,"16,667",-,Condominium,1,99 yrs from 22/09/2008,2012,Private,357903,13,35,Central Region,Toa Payoh
THE SEA VIEW,"3,400,000","1,646.89","2,064",06 Oct 2021,29 AMBER ROAD #15-01,Resale,Strata,153,"22,222",-,Condominium,1,Freehold,2008,Private,439942,15,43,Central Region,Marine Parade
EUHABITAT,"688,000",538.2,"1,278",06 Oct 2021,222 JALAN EUNOS #01-109,Resale,Strata,50,"13,760",-,Condominium,1,99 yrs from 06/12/2010,2015,HDB,415871,14,41,East Region,Bedok
MACPHERSON GARDEN ESTATE,"2,680,000",903.1,"2,968",06 Oct 2021,52 JALAN KEMAJUAN,Resale,Land,83.9,"31,943",-,Terrace House,1,Freehold,-,HDB,369000,13,36,Central Region,Toa Payoh
SKIES MILTONIA,"785,000",710.42,"1,105",06 Oct 2021,33 MILTONIA CLOSE #08-27,Resale,Strata,66,"11,894",-,Condominium,1,99 yrs from 20/02/2012,2016,HDB,768064,27,76,North Region,Yishun
UE SQUARE,"1,983,000","1,054.87","1,880",06 Oct 2021,205 RIVER VALLEY ROAD #13-61,Resale,Strata,98,"20,235",-,Apartment,1,929 yrs from 01/01/1953,1997,Private,238274,09,23,Central Region,Singapore River
THE QUAYSIDE,"2,050,000","1,367.03","1,500",06 Oct 2021,60 ROBERTSON QUAY #04-11,Resale,Strata,127,"16,142",-,Apartment,1,99 yrs from 03/02/1994,1998,Private,238252,09,23,Central Region,Singapore River
RIVER ISLES,"840,000",753.48,"1,115",06 Oct 2021,52 EDGEDALE PLAINS #06-04,Resale,Strata,70,"12,000",-,Condominium,1,99 yrs from 06/02/2012,2015,Private,828820,19,82,North East Region,Punggol
SIGLAP V,"600,000",452.09,"1,327",06 Oct 2021,2 FIRST STREET #03-12,Resale,Strata,42,"14,286",-,Apartment,1,Freehold,2013,Private,458278,15,45,East Region,Bedok
FRANKEL ESTATE,"7,800,000","3,876.12","2,012",06 Oct 2021,70 FRANKEL AVENUE,Resale,Land,360.1,"21,661",-,Semi-Detached House,1,Freehold,2016,Private,458198,15,45,East Region,Bedok
WOODHAVEN,"855,000",850.36,"1,005",06 Oct 2021,77 WOODGROVE AVENUE #02-51,Resale,Strata,79,"10,823",-,Condominium,1,99 yrs from 07/02/2011,2015,Private,737811,25,73,North Region,Woodlands
THE WOODLEIGH RESIDENCES,"2,158,000",958,"2,253",06 Oct 2021,31 BIDADARI PARK DRIVE #12-56,New Sale,Strata,89,"24,247",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367800,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"2,128,000",958,"2,221",06 Oct 2021,31 BIDADARI PARK DRIVE #09-56,New Sale,Strata,89,"23,910",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367800,13,36,Central Region,Toa Payoh
ECHELON,"1,400,000",731.95,"1,913",06 Oct 2021,7 ALEXANDRA VIEW #13-07,Resale,Strata,68,"20,588",-,Condominium,1,99 yrs from 06/03/2012,2016,HDB,158741,03,15,Central Region,Bukit Merah
WATERBAY,"2,050,000","2,669.47",768,06 Oct 2021,47B EDGEFIELD PLAINS #17-23,Resale,Strata,248,"8,266",-,Executive Condominium,1,99 yrs from 02/07/2012,2016,HDB,828715,19,82,North East Region,Punggol
N.A.,"4,100,000","2,616.73","1,567",06 Oct 2021,1A HAI SING CRESCENT,Resale,Land,243.1,"16,865",-,Semi-Detached House,1,999 yrs from 01/09/1876,2013,Private,538964,19,53,North East Region,Hougang
N.A.,"475,000","3,072.05",155,06 Oct 2021,73 JALAN CHEMPAKA KUNING,Resale,Land,285.4,"1,664",-,Semi-Detached House,1,70 yrs from 19/08/1964,-,Private,489111,16,48,East Region,Bedok
PRISTINE HEIGHTS,"2,010,000","1,356.26","1,482",06 Oct 2021,77 MERGUI ROAD #17-01,Resale,Strata,126,"15,952",-,Apartment,1,Freehold,2009,HDB,219053,08,21,Central Region,Kallang
THE POIZ RESIDENCES,"970,000",581.26,"1,669",06 Oct 2021,10 MEYAPPA CHETTIAR ROAD #04-26,Resale,Strata,54,"17,963",-,Apartment,1,99 yrs from 17/11/2014,2018,HDB,358473,13,35,Central Region,Toa Payoh
THE EDEN AT TAMPINES,"1,150,000","1,356.26",848,06 Oct 2021,23 TAMPINES STREET 34 #07-13,Resale,Strata,126,"9,127",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,HDB,529233,18,52,East Region,Tampines
TOMLINSON HEIGHTS,"9,600,000","2,744.82","3,497",06 Oct 2021,31 TOMLINSON ROAD #33-02,Resale,Strata,255,"37,647",-,Condominium,1,Freehold,2014,Private,247855,10,24,Central Region,River Valley
KINGSFORD WATERBAY,"765,000",635.08,"1,205",06 Oct 2021,80 UPPER SERANGOON VIEW #15-78,Resale,Strata,59,"12,966",-,Apartment,1,99 yrs from 03/03/2014,2018,Private,533878,19,53,North East Region,Hougang
SKYPARK RESIDENCES,"1,370,000","1,313.21","1,043",06 Oct 2021,1 SEMBAWANG CRESCENT #04-04,Resale,Strata,122,"11,230",-,Executive Condominium,1,99 yrs from 18/03/2013,2016,HDB,757093,27,75,North Region,Sembawang
RIVER ISLES,"928,888",947.23,981,06 Oct 2021,68 EDGEDALE PLAINS #05-35,Resale,Strata,88,"10,556",-,Condominium,1,99 yrs from 06/02/2012,2015,HDB,828733,19,82,North East Region,Punggol
JADESCAPE,"1,003,000",527.44,"1,902",07 Oct 2021,12 SHUNFU ROAD #17-44,New Sale,Strata,49,"20,469",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575747,20,57,Central Region,Bishan
JADESCAPE,"2,783,200","1,646.89","1,690",07 Oct 2021,12 SHUNFU ROAD #12-45,New Sale,Strata,153,"18,191",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575747,20,57,Central Region,Bishan
JUNIPER HILL,"2,378,000",914.94,"2,599",07 Oct 2021,39 EWE BOON ROAD #05-01,New Sale,Strata,85,"27,976",-,Apartment,1,Freehold,Uncompleted,N.A,259334,10,25,Central Region,Tanglin
MEYERHOUSE,"5,738,000","2,109.74","2,720",07 Oct 2021,128 MEYER ROAD #05-05,New Sale,Strata,196,"29,276",-,Condominium,1,Freehold,Uncompleted,N.A,437938,15,43,Central Region,Marine Parade
COASTLINE RESIDENCES,"2,175,000",710.42,"3,062",07 Oct 2021,9 AMBER ROAD #19-07,New Sale,Strata,66,"32,955",-,Apartment,1,Freehold,Uncompleted,N.A,439854,15,43,Central Region,Marine Parade
THE FLORENCE RESIDENCES,"1,661,000",936.47,"1,774",07 Oct 2021,95 HOUGANG AVENUE 2 #17-65,New Sale,Strata,87,"19,092",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"1,844,000","1,334.74","1,382",07 Oct 2021,21 TAMPINES LANE #04-76,New Sale,Strata,124,"14,871",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528475,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,888,000","1,334.74","1,415",07 Oct 2021,31 TAMPINES LANE #06-105,New Sale,Strata,124,"15,226",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528470,18,52,East Region,Tampines
NORMANTON PARK,"1,696,000",936.47,"1,811",07 Oct 2021,49 NORMANTON PARK #04-23,New Sale,Strata,87,"19,494",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117280,05,11,Central Region,Queenstown
PARC KOMO,"1,174,000",731.95,"1,604",07 Oct 2021,969 UPPER CHANGI ROAD NORTH #03-47,New Sale,Strata,68,"17,265",-,Apartment,1,Freehold,Uncompleted,N.A,507667,17,50,East Region,Pasir Ris
VERTICUS,"998,000",462.85,"2,156",07 Oct 2021,3 JALAN KEMAMAN #17-04,New Sale,Strata,43,"23,209",-,Apartment,1,Freehold,Uncompleted,N.A,329343,12,32,Central Region,Novena
PARC CLEMATIS,"2,242,000","1,237.86","1,811",07 Oct 2021,8D JALAN LEMPENG #15-46,New Sale,Strata,115,"19,496",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128826,05,12,West Region,Clementi
OLA,"1,650,000","1,388.56","1,188",07 Oct 2021,72 ANCHORVALE CRESCENT #10-07,New Sale,Strata,129,"12,791",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544600,19,54,North East Region,Sengkang
OLA,"1,021,000",925.7,"1,103",07 Oct 2021,74 ANCHORVALE CRESCENT #02-10,New Sale,Strata,86,"11,872",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544601,19,54,North East Region,Sengkang
FORETT AT BUKIT TIMAH,"1,003,000",473.62,"2,118",07 Oct 2021,34 TOH TUCK ROAD #03-30,New Sale,Strata,44,"22,795",-,Apartment,1,Freehold,Uncompleted,N.A,596712,21,59,Central Region,Bukit Timah
KOPAR AT NEWTON,"1,285,020",516.67,"2,487",07 Oct 2021,6 MAKEWAY AVENUE #13-04,New Sale,Strata,48,"26,771",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
PENROSE,"2,228,000","1,388.56","1,605",07 Oct 2021,22 SIMS DRIVE #03-12,New Sale,Strata,129,"17,271",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387396,14,38,Central Region,Geylang
ONE BERNAM,"1,257,000",441.32,"2,848",07 Oct 2021,1 BERNAM STREET #23-03,New Sale,Strata,41,"30,659",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,078852,02,07,Central Region,Downtown Core
PARC GREENWICH,"927,000",785.77,"1,180",07 Oct 2021,35 FERNVALE LANE #01-11,New Sale,Strata,73,"12,699",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797352,28,79,North East Region,Sengkang
PEBBLE BAY,"3,325,000","1,894.46","1,755",07 Oct 2021,132 TANJONG RHU ROAD #15-11,Resale,Strata,176,"18,892",-,Condominium,1,99 yrs from 09/03/1994,1997,Private,436919,15,43,Central Region,Kallang
N.A.,"2,428,000","1,156.05","2,100",07 Oct 2021,49 JALAN MINGGU,Resale,Land,107.4,"22,607",-,Terrace House,1,Freehold,-,Private,577374,20,57,Central Region,Bishan
THE LUMOS,"5,472,000","2,432.66","2,249",07 Oct 2021,9 LEONIE HILL #08-02,Resale,Strata,226,"24,212",-,Apartment,1,Freehold,2011,Private,239220,09,23,Central Region,River Valley
N.A.,"2,850,000","2,237.84","1,274",07 Oct 2021,19 LIM AH PIN ROAD,Resale,Land,207.9,"13,709",-,Terrace House,1,Freehold,-,Private,547838,19,54,North East Region,Hougang
LA FLEUR,"600,000",462.85,"1,296",07 Oct 2021,8 LORONG 26 GEYLANG #06-08,Resale,Strata,43,"13,953",-,Apartment,1,Freehold,2014,HDB,398483,14,39,Central Region,Geylang
ASTORIA PARK,"1,020,000","1,001.05","1,019",07 Oct 2021,32 LORONG MYDIN #06-06,Resale,Strata,93,"10,968",-,Condominium,1,99 yrs from 01/05/1993,1995,Private,416826,14,41,East Region,Bedok
THE AMBROSIA,"1,800,000","1,291.68","1,394",07 Oct 2021,108 LORONG N TELOK KURAU #04-09,Resale,Strata,120,"15,000",-,Apartment,1,Freehold,2010,Private,425262,15,42,East Region,Bedok
THE SPRINGSIDE,"4,300,000","3,370.21","1,276",07 Oct 2021,145 SPRINGSIDE VIEW,Resale,Land,313.1,"13,734",-,Terrace House,1,Freehold,2016,Private,786102,26,78,North Region,Yishun
THE TAMPINES TRILLIANT,"1,400,000","1,377.79","1,016",07 Oct 2021,27 TAMPINES CENTRAL 7 #01-35,Resale,Strata,128,"10,938",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528611,18,52,East Region,Tampines
BARTLEY RIDGE,"1,080,000",731.95,"1,476",07 Oct 2021,34 MOUNT VERNON ROAD #08-18,Resale,Strata,68,"15,882",-,Condominium,1,99 yrs from 16/04/2012,2016,Private,368057,13,36,Central Region,Toa Payoh
RAFFLES PARK,"17,688,888","10,729.56","1,649",07 Oct 2021,48 ORIOLE CRESCENT,Resale,Land,996.8,"17,746",-,Detached House,1,Freehold,1992,Private,288639,11,28,Central Region,Bukit Timah
TANAMERA CREST,"1,150,000","1,194.8",963,07 Oct 2021,8 PARI DEDAP WALK #06-12,Resale,Strata,111,"10,360",-,Condominium,1,99 yrs from 20/06/2000,2004,Private,486061,16,48,East Region,Bedok
BELYSA,"898,000",947.23,948,07 Oct 2021,57 PASIR RIS DRIVE 1 #04-10,Resale,Strata,88,"10,205",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,Private,519531,18,51,East Region,Pasir Ris
THE MARQ ON PATERSON HILL,"12,250,000","3,056.98","4,007",07 Oct 2021,8A PATERSON HILL #15-03,Resale,Strata,284,"43,134",-,Condominium,1,Freehold,2011,Private,238568,09,23,Central Region,River Valley
LE CRESCENDO,"1,638,000","1,184.04","1,383",07 Oct 2021,233 PAYA LEBAR ROAD #05-09,Resale,Strata,110,"14,891",-,Condominium,1,Freehold,2006,HDB,409044,14,40,Central Region,Geylang
N.A.,"2,748,888","3,262.57",843,07 Oct 2021,2 PENAGA PLACE,Resale,Land,303.1,"9,069",-,Terrace House,1,99 yrs from 21/07/2008,2009,Private,757358,27,75,North Region,Sembawang
N.A.,"3,750,000","1,969.81","1,904",07 Oct 2021,50A PHILLIPS AVENUE,Resale,Land,183,"20,492",-,Terrace House,1,999 yrs from 01/01/1886,1992,Private,546995,19,54,North East Region,Hougang
FONTAINE PARRY,"1,240,000",914.94,"1,355",07 Oct 2021,73 POH HUAT ROAD #03-08,Resale,Strata,85,"14,588",-,Condominium,1,999 yrs from 16/08/1877,2010,Private,546779,19,54,North East Region,Hougang
WATERWOODS,"1,200,000","1,280.92",937,07 Oct 2021,21 PUNGGOL FIELD WALK #04-14,Resale,Strata,119,"10,084",-,Executive Condominium,1,99 yrs from 11/03/2013,2015,HDB,828749,19,82,North East Region,Punggol
REGENT RESIDENCES,"1,168,000",818.06,"1,428",07 Oct 2021,1091 SERANGOON ROAD #11-07,Resale,Strata,76,"15,368",-,Apartment,1,Freehold,2015,HDB,328190,12,32,Central Region,Kallang
SHELFORD REGENCY,"1,680,000","1,065.64","1,577",07 Oct 2021,65 SHELFORD ROAD #01-09,Resale,Strata,99,"16,970",-,Condominium,1,Freehold,1998,Private,288455,11,28,Central Region,Bukit Timah
MELVILLE PARK,"730,000",958,762,07 Oct 2021,24 SIMEI STREET 1 #05-14,Resale,Strata,89,"8,202",-,Condominium,1,99 yrs from 01/09/1992,1996,Private,529946,18,52,East Region,Tampines
JERVOIS JADE APARTMENTS,"1,670,000","1,496.2","1,116",07 Oct 2021,21 JERVOIS CLOSE #03-03,Resale,Strata,139,"12,014",-,Apartment,1,99 yrs from 09/04/1998,2000,HDB,249114,10,24,Central Region,Tanglin
MON JERVOIS,"2,900,000","1,668.42","1,738",07 Oct 2021,47 JERVOIS ROAD #01-25,Resale,Strata,155,"18,710",-,Condominium,1,99 yrs from 07/05/2012,2016,Private,247656,10,24,Central Region,Tanglin
PARC OASIS,"1,430,000","1,377.79","1,038",07 Oct 2021,39 JURONG EAST AVENUE 1 #13-04,Resale,Strata,128,"11,172",-,Condominium,1,99 yrs from 01/12/1991,1994,HDB,609776,22,60,West Region,Jurong East
KOON SENG COURT,"1,472,358","1,237.86","1,189",07 Oct 2021,117 KOON SENG ROAD,Resale,Strata,115,"12,803",-,Apartment,1,Freehold,1989,Private,427049,15,42,Central Region,Geylang
KOON SENG COURT,"1,418,662","1,151.75","1,232",07 Oct 2021,117A KOON SENG ROAD,Resale,Strata,107,"13,259",-,Apartment,1,Freehold,1989,Private,427049,15,42,Central Region,Geylang
KOON SENG COURT,"1,418,662","1,151.75","1,232",07 Oct 2021,117B KOON SENG ROAD,Resale,Strata,107,"13,259",-,Apartment,1,Freehold,1989,Private,427049,15,42,Central Region,Geylang
KOON SENG COURT,"995,158",753.48,"1,321",07 Oct 2021,119A KOON SENG ROAD,Resale,Strata,70,"14,217",-,Apartment,1,Freehold,1989,Private,427051,15,42,Central Region,Geylang
KOON SENG COURT,"995,158",753.48,"1,321",07 Oct 2021,119B KOON SENG ROAD,Resale,Strata,70,"14,217",-,Apartment,1,Freehold,1989,Private,427051,15,42,Central Region,Geylang
KOVAN MELODY,"1,450,000","1,216.33","1,192",07 Oct 2021,17 KOVAN ROAD #06-05,Resale,Strata,113,"12,832",-,Condominium,1,99 yrs from 20/01/2004,2006,HDB,548190,19,54,North East Region,Hougang
N.A.,"8,900,000","3,997.75","2,226",07 Oct 2021,79A HUA GUAN AVENUE,Resale,Land,371.4,"23,963",-,Semi-Detached House,1,999 yrs from 07/05/1879,2021,Private,589229,21,58,Central Region,Bukit Timah
MISTRAL PARK,"3,980,000","4,563.94",872,07 Oct 2021,30 JALAN ANGIN LAUT,Resale,Land,424,"9,387",-,Terrace House,1,Freehold,1994,Private,489226,16,48,East Region,Tampines
THE INTERLACE,"2,680,000","2,109.74","1,270",07 Oct 2021,190 DEPOT ROAD #13-19,Resale,Strata,196,"13,673",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109689,04,10,Central Region,Bukit Merah
N.A.,"2,660,000","1,506.96","1,765",07 Oct 2021,19 DUBLIN ROAD,Resale,Strata,140,"19,000",-,Apartment,1,Freehold,-,HDB,239808,09,23,Central Region,River Valley
N.A.,"6,250,000","2,231.38","2,801",07 Oct 2021,82 FERNHILL CLOSE,Resale,Land,207.3,"30,150",-,Semi-Detached House,1,Freehold,1997,Private,259208,10,25,Central Region,Tanglin
